TSN|Scientific Name|Author|Rank Name|Credibility|Name Usage|Accepted TSN|Accepted Name
173663|Plethodon neomexicanus|Stebbins and Riemer, 1950|Species        |Reviewed|valid||
173664|Plethodon nettingi|Green, 1938|Species        |Reviewed|valid||
173672|Plethodon vehiculum|(Cooper, 1860)|Species        |Reviewed|valid||
564582|Podarcis muralis|(Laurenti, 1768)|Species        |Reviewed|valid||
564582|Podarcis muralis|(Laurenti, 1768)|Species        |Reviewed|valid||
1155870|Podarcis siculus campestris|(De Betta, 1857)|Subspecies     |Reviewed|valid||
647520|Poecilia butleri|Jordan, 1889|Species        |Reviewed|valid||
173524|Pseudacris brimleyi|Brandt and Walker, 1933|Species        |Reviewed|valid||
173524|Pseudacris brimleyi|Brandt and Walker, 1933|Species        |Reviewed|valid||
173529|Pseudacris clarkii|(Baird, 1854)|Species        |Reviewed|valid||
173529|Pseudacris clarkii|(Baird, 1854)|Species        |Reviewed|valid||
173500|Hyla crucifer|Wied-Neuwied, 1838|Species        |Reviewed|invalid|207303|Pseudacris crucifer
173500|Hyla crucifer|Wied-Neuwied, 1838|Species        |Reviewed|invalid|207303|Pseudacris crucifer
173500|Hyla crucifer|Wied-Neuwied, 1838|Species        |Reviewed|invalid|207303|Pseudacris crucifer
173500|Hyla crucifer|Wied-Neuwied, 1838|Species        |Reviewed|invalid|207303|Pseudacris crucifer
207307|Pseudacris feriarum|(Baird, 1854)|Species        |Reviewed|valid||
|Pseudacris hypochondriacacurta|||||
207312|Pseudacris maculata|(Agassiz, 1850)|Species        |Reviewed|valid||
173514|Hyla regilla|Baird and Girard, 1852|Species        |Reviewed|invalid|207313|Pseudacris regilla
207313|Pseudacris regilla|(Baird and Girard, 1852)|Species        |Reviewed|valid||
173514|Hyla regilla|Baird and Girard, 1852|Species        |Reviewed|invalid|207313|Pseudacris regilla
173514|Hyla regilla|Baird and Girard, 1852|Species        |Reviewed|invalid|207313|Pseudacris regilla
173514|Hyla regilla|Baird and Girard, 1852|Species        |Reviewed|invalid|207313|Pseudacris regilla
207313|Pseudacris regilla|(Baird and Girard, 1852)|Species        |Reviewed|valid||
207313|Pseudacris regilla|(Baird and Girard, 1852)|Species        |Reviewed|valid||
207313|Pseudacris regilla|(Baird and Girard, 1852)|Species        |Reviewed|valid||
207313|Pseudacris regilla|(Baird and Girard, 1852)|Species        |Reviewed|valid||
207313|Pseudacris regilla|(Baird and Girard, 1852)|Species        |Reviewed|valid||
207313|Pseudacris regilla|(Baird and Girard, 1852)|Species        |Reviewed|valid||
207313|Pseudacris regilla|(Baird and Girard, 1852)|Species        |Reviewed|valid||
173514|Hyla regilla|Baird and Girard, 1852|Species        |Reviewed|invalid|207313|Pseudacris regilla
207313|Pseudacris regilla|(Baird and Girard, 1852)|Species        |Reviewed|valid||
173514|Hyla regilla|Baird and Girard, 1852|Species        |Reviewed|invalid|207313|Pseudacris regilla
207313|Pseudacris regilla|(Baird and Girard, 1852)|Species        |Reviewed|valid||
173514|Hyla regilla|Baird and Girard, 1852|Species        |Reviewed|invalid|207313|Pseudacris regilla
207313|Pseudacris regilla|(Baird and Girard, 1852)|Species        |Reviewed|valid||
207313|Pseudacris regilla|(Baird and Girard, 1852)|Species        |Reviewed|valid||
774548|Pseudacris sierra|(Jameson, Mackey and Richmond, 1966)|Species        |Reviewed|valid||
774548|Pseudacris sierra|(Jameson, Mackey and Richmond, 1966)|Species        |Reviewed|valid||
774548|Pseudacris sierra|(Jameson, Mackey and Richmond, 1966)|Species        |Reviewed|valid||
774548|Pseudacris sierra|(Jameson, Mackey and Richmond, 1966)|Species        |Reviewed|valid||
774548|Pseudacris sierra|(Jameson, Mackey and Richmond, 1966)|Species        |Reviewed|valid||
173525|Pseudacris triseriata|(Wied-Neuwied, 1838)|Species        |Reviewed|valid||
173525|Pseudacris triseriata|(Wied-Neuwied, 1838)|Species        |Reviewed|valid||
173525|Pseudacris triseriata|(Wied-Neuwied, 1838)|Species        |Reviewed|valid||
173525|Pseudacris triseriata|(Wied-Neuwied, 1838)|Species        |Reviewed|valid||
173525|Pseudacris triseriata|(Wied-Neuwied, 1838)|Species        |Reviewed|valid||
|Pseudoeurycea granitum|||||
208463|Pseudoeurycea leprosa|(Cope, 1869)|Species        |Reviewed|valid||
208463|Pseudoeurycea leprosa|(Cope, 1869)|Species        |Reviewed|valid||
173446|Rana aurora|Baird and Girard, 1852|Species        |Reviewed|valid||
173446|Rana aurora|Baird and Girard, 1852|Species        |Reviewed|valid||
173446|Rana aurora|Baird and Girard, 1852|Species        |Reviewed|valid||
173446|Rana aurora|Baird and Girard, 1852|Species        |Reviewed|valid||
173446|Rana aurora|Baird and Girard, 1852|Species        |Reviewed|valid||
775080|Lithobates blairi|(Mecham, Littlejohn, Oldham, Brown and Brown, 1973)|Species        |Reviewed|valid||
173449|Rana boylii|Baird, 1854|Species        |Reviewed|valid||
173449|Rana boylii|Baird, 1854|Species        |Reviewed|valid||
173449|Rana boylii|Baird, 1854|Species        |Reviewed|valid||
173449|Rana boylii|Baird, 1854|Species        |Reviewed|valid||
173450|Rana cascadae|Slater, 1939|Species        |Reviewed|valid||
173450|Rana cascadae|Slater, 1939|Species        |Reviewed|valid||
173450|Rana cascadae|Slater, 1939|Species        |Reviewed|valid||
173450|Rana cascadae|Slater, 1939|Species        |Reviewed|valid||
173450|Rana cascadae|Slater, 1939|Species        |Reviewed|valid||
173450|Rana cascadae|Slater, 1939|Species        |Reviewed|valid||
173450|Rana cascadae|Slater, 1939|Species        |Reviewed|valid||
207009|Rana draytonii|Baird and Girard, 1852|Species        |Reviewed|valid||
207009|Rana draytonii|Baird and Girard, 1852|Species        |Reviewed|valid||
207009|Rana draytonii|Baird and Girard, 1852|Species        |Reviewed|valid||
207009|Rana draytonii|Baird and Girard, 1852|Species        |Reviewed|valid||
173454|Rana muscosa|Camp, 1917|Species        |Reviewed|valid||
173454|Rana muscosa|Camp, 1917|Species        |Reviewed|valid||
173458|Rana pretiosa|Baird and Girard, 1853|Species        |Reviewed|valid||
173458|Rana pretiosa|Baird and Girard, 1853|Species        |Reviewed|valid||
180343|Reithrodontomys megalotis|(Baird, 1857)|Species        |Reviewed|valid||
1084494|Rhadinaea taeniata aemula|Bailey, 1940|Subspecies     |Reviewed|valid||
163387|Rhinichthys osculus|(Girard, 1856)|Species        |Reviewed|valid||
163387|Rhinichthys osculus|(Girard, 1856)|Species        |Reviewed|valid||
163387|Rhinichthys osculus|(Girard, 1856)|Species        |Reviewed|valid||
163387|Rhinichthys osculus|(Girard, 1856)|Species        |Reviewed|valid||
|Rhinichthys sp. |||||
550252|Rhyacotriton variegatus|Stebbins and Lowe, 1951|Species        |Reviewed|valid||
163529|Richardsonius egregius|(Girard, 1858)|Species        |Reviewed|valid||
162003|Salvelinus fontinalis|(Mitchill, 1814)|Species        |Reviewed|valid||
162003|Salvelinus fontinalis|(Mitchill, 1814)|Species        |Reviewed|valid||
173429|Scaphiopus couchii|Baird, 1854|Species        |Reviewed|valid||
173429|Scaphiopus couchii|Baird, 1854|Species        |Reviewed|valid||
173429|Scaphiopus couchii|Baird, 1854|Species        |Reviewed|valid||
174008|Scincella lateralis|(Say in James, 1822)|Species        |Reviewed|valid||
174008|Scincella lateralis|(Say in James, 1822)|Species        |Reviewed|valid||
913989|Siphateles bicolor|(Girard, 1856)|Species        |Reviewed|valid||
173736|Siren intermedia|Barnes, 1826|Species        |Reviewed|valid||
179929|Sorex cinereus|Kerr, 1792|Species        |Reviewed|valid||
633789|Sorex emarginatus|Jackson, 1925|Species        |Reviewed|valid||
179932|Sorex vagrans|Baird, 1857|Species        |Reviewed|valid||
179932|Sorex vagrans|Baird, 1857|Species        |Reviewed|valid||
206989|Spea bombifrons|(Cope, 1863)|Species        |Reviewed|valid||
206989|Spea bombifrons|(Cope, 1863)|Species        |Reviewed|valid||
206990|Spea hammondii|(Baird, 1859)|Species        |Reviewed|valid||
206990|Spea hammondii|(Baird, 1859)|Species        |Reviewed|valid||
206993|Spea multiplicata|(Cope, 1863)|Species        |Reviewed|valid||
179165|Spiza americana|(J. F. Gmelin, 1789)|Species        |Reviewed|valid||
179443|Spizella pusilla|(A. Wilson, 1810)|Species        |Reviewed|valid||
174129|Storeria dekayi|(Holbrook, 1839)|Species        |Reviewed|valid||
174129|Storeria dekayi|(Holbrook, 1839)|Species        |Reviewed|valid||
179034|Sturnella magna|(Linnaeus, 1758)|Species        |Reviewed|valid||
179034|Sturnella magna|(Linnaeus, 1758)|Species        |Reviewed|valid||
179039|Sturnella neglecta|Audubon, 1844|Species        |Reviewed|valid||
180123|Sylvilagus bachmani|(Waterhouse, 1839)|Species        |Reviewed|valid||
180324|Synaptomys cooperi|Baird, 1857|Species        |Reviewed|valid||
173620|Taricha granulosa|(Skilton, 1849)|Species        |Reviewed|valid||
173620|Taricha granulosa|(Skilton, 1849)|Species        |Reviewed|valid||
173622|Taricha torosa|(Rathke, 1833)|Species        |Reviewed|valid||
173622|Taricha torosa|(Rathke, 1833)|Species        |Reviewed|valid||
173622|Taricha torosa|(Rathke, 1833)|Species        |Reviewed|valid||
174143|Thamnophis eques|(Reuss, 1834)|Species        |Reviewed|valid||
586131|Thamnophis errans|H. M. Smith, 1942|Species        |Reviewed|valid||
174145|Thamnophis ordinoides|(Baird and Girard, 1852)|Species        |Reviewed|valid||
174146|Thamnophis proximus|(Say in James, 1823)|Species        |Reviewed|valid||
586137|Thamnophis scalaris|Cope, 1861|Species        |Reviewed|valid||
586138|Thamnophis scaliger|(Jan, 1863)|Species        |Reviewed|valid||
586138|Thamnophis scaliger|(Jan, 1863)|Species        |Reviewed|valid||
174136|Thamnophis sirtalis|(Linnaeus, 1758)|Species        |Reviewed|valid||
173549|Xenopus laevis|(Daudin, 1802)|Species        |Reviewed|valid||
173549|Xenopus laevis|(Daudin, 1802)|Species        |Reviewed|valid||
179455|Zonotrichia leucophrys|(J. R. Forster, 1772)|Species        |Reviewed|valid||
102195|Acrididae|MacLeay, 1819|Family         |Reviewed|valid||
102195|Acrididae|MacLeay, 1819|Family         |Reviewed|valid||
102195|Acrididae|MacLeay, 1819|Family         |Reviewed|valid||
102195|Acrididae|MacLeay, 1819|Family         |Reviewed|valid||
102195|Acrididae|MacLeay, 1819|Family         |Reviewed|valid||
173740|Dicamptodon|Strauch, 1870|Genus          |Reviewed|valid||
173740|Dicamptodon|Strauch, 1870|Genus          |Reviewed|valid||
173589|Ambystoma|Tschudi, 1838|Genus          |Reviewed|valid||
173589|Ambystoma|Tschudi, 1838|Genus          |Reviewed|valid||
173589|Ambystoma|Tschudi, 1838|Genus          |Reviewed|valid||
173589|Ambystoma|Tschudi, 1838|Genus          |Reviewed|valid||
773227|Anaxyrus|Tschudi, 1845|Genus          |Reviewed|valid||
773230|Incilius|Cope, 1863|Genus          |Reviewed|valid||
773227|Anaxyrus|Tschudi, 1845|Genus          |Reviewed|valid||
773227|Anaxyrus|Tschudi, 1845|Genus          |Reviewed|valid||
773227|Anaxyrus|Tschudi, 1845|Genus          |Reviewed|valid||
773227|Anaxyrus|Tschudi, 1845|Genus          |Reviewed|valid||
773227|Anaxyrus|Tschudi, 1845|Genus          |Reviewed|valid||
773227|Anaxyrus|Tschudi, 1845|Genus          |Reviewed|valid||
773227|Anaxyrus|Tschudi, 1845|Genus          |Reviewed|valid||
773227|Anaxyrus|Tschudi, 1845|Genus          |Reviewed|valid||
773227|Anaxyrus|Tschudi, 1845|Genus          |Reviewed|valid||
109234|Carabidae|Latreille, 1802|Family         |Reviewed|valid||
109234|Carabidae|Latreille, 1802|Family         |Reviewed|valid||
163893|Catostomus|Lesueur, 1817|Genus          |Reviewed|valid||
168093|Centrarchidae||Family         |Reviewed|valid||
168130|Lepomis|Rafinesque, 1819|Genus          |Reviewed|valid||
169774|Cichlasoma|Swainson, 1839|Genus          |Reviewed|valid||
585662|Geophis|Wagler, 1830|Genus          |Reviewed|valid||
167229|Cottus|Linnaeus, 1758|Genus          |Reviewed|valid||
167229|Cottus|Linnaeus, 1758|Genus          |Reviewed|valid||
167229|Cottus|Linnaeus, 1758|Genus          |Reviewed|valid||
167229|Cottus|Linnaeus, 1758|Genus          |Reviewed|valid||
167229|Cottus|Linnaeus, 1758|Genus          |Reviewed|valid||
180296|Microtus|Schrank, 1798|Genus          |Reviewed|valid||
180340|Reithrodontomys|Giglioli, 1874|Genus          |Reviewed|valid||
180296|Microtus|Schrank, 1798|Genus          |Reviewed|valid||
180296|Microtus|Schrank, 1798|Genus          |Reviewed|valid||
180275|Peromyscus|Gloger, 1841|Genus          |Reviewed|valid||
180296|Microtus|Schrank, 1798|Genus          |Reviewed|valid||
180275|Peromyscus|Gloger, 1841|Genus          |Reviewed|valid||
180275|Peromyscus|Gloger, 1841|Genus          |Reviewed|valid||
180296|Microtus|Schrank, 1798|Genus          |Reviewed|valid||
163564|Hesperoleucus|Snyder, 1913|Genus          |Reviewed|valid||
163564|Hesperoleucus|Snyder, 1913|Genus          |Reviewed|valid||
163564|Hesperoleucus|Snyder, 1913|Genus          |Reviewed|valid||
173883|Anolis|Daudin, 1802|Genus          |Reviewed|valid||
172171|Eleotridae||Family         |Reviewed|valid||
172171|Eleotridae||Family         |Reviewed|valid||
69444|Erpobdella|de Blainville, 1818|Genus          |Reviewed|valid||
69444|Erpobdella|de Blainville, 1818|Genus          |Reviewed|valid||
162138|Esox|Linnaeus, 1758|Genus          |Reviewed|valid||
154193|Formicidae||Family         |Reviewed|valid||
102281|Gryllidae||Family         |Reviewed|valid||
69407|Hirudinidae|Whitman, 1886|Family         |Reviewed|valid||
69407|Hirudinidae|Whitman, 1886|Family         |Reviewed|valid||
112811|Hydrophilidae|Latreille, 1802|Family         |Reviewed|valid||
173498|Hyla|Laurenti, 1768|Genus          |Reviewed|valid||
173498|Hyla|Laurenti, 1768|Genus          |Reviewed|valid||
173523|Pseudacris|Fitzinger, 1843|Genus          |Reviewed|valid||
173498|Hyla|Laurenti, 1768|Genus          |Reviewed|valid||
173498|Hyla|Laurenti, 1768|Genus          |Reviewed|valid||
173498|Hyla|Laurenti, 1768|Genus          |Reviewed|valid||
173523|Pseudacris|Fitzinger, 1843|Genus          |Reviewed|valid||
173498|Hyla|Laurenti, 1768|Genus          |Reviewed|valid||
173523|Pseudacris|Fitzinger, 1843|Genus          |Reviewed|valid||
173498|Hyla|Laurenti, 1768|Genus          |Reviewed|valid||
173498|Hyla|Laurenti, 1768|Genus          |Reviewed|valid||
173498|Hyla|Laurenti, 1768|Genus          |Reviewed|valid||
163995|Ictaluridae|Gill, 1861|Family         |Reviewed|valid||
173576|Leptodactylus|Fitzinger, 1826|Genus          |Reviewed|valid||
974504|Lumbricus|Linnaeus, 1758|Genus          |Reviewed|valid||
974504|Lumbricus|Linnaeus, 1758|Genus          |Reviewed|valid||
974504|Lumbricus|Linnaeus, 1758|Genus          |Reviewed|valid||
974504|Lumbricus|Linnaeus, 1758|Genus          |Reviewed|valid||
974504|Lumbricus|Linnaeus, 1758|Genus          |Reviewed|valid||
974504|Lumbricus|Linnaeus, 1758|Genus          |Reviewed|valid||
974504|Lumbricus|Linnaeus, 1758|Genus          |Reviewed|valid||
974504|Lumbricus|Linnaeus, 1758|Genus          |Reviewed|valid||
974504|Lumbricus|Linnaeus, 1758|Genus          |Reviewed|valid||
974504|Lumbricus|Linnaeus, 1758|Genus          |Reviewed|valid||
974504|Lumbricus|Linnaeus, 1758|Genus          |Reviewed|valid||
974504|Lumbricus|Linnaeus, 1758|Genus          |Reviewed|valid||
974504|Lumbricus|Linnaeus, 1758|Genus          |Reviewed|valid||
974504|Lumbricus|Linnaeus, 1758|Genus          |Reviewed|valid||
974504|Lumbricus|Linnaeus, 1758|Genus          |Reviewed|valid||
974504|Lumbricus|Linnaeus, 1758|Genus          |Reviewed|valid||
974504|Lumbricus|Linnaeus, 1758|Genus          |Reviewed|valid||
974504|Lumbricus|Linnaeus, 1758|Genus          |Reviewed|valid||
974504|Lumbricus|Linnaeus, 1758|Genus          |Reviewed|valid||
974504|Lumbricus|Linnaeus, 1758|Genus          |Reviewed|valid||
974504|Lumbricus|Linnaeus, 1758|Genus          |Reviewed|valid||
974504|Lumbricus|Linnaeus, 1758|Genus          |Reviewed|valid||
974504|Lumbricus|Linnaeus, 1758|Genus          |Reviewed|valid||
974504|Lumbricus|Linnaeus, 1758|Genus          |Reviewed|valid||
974504|Lumbricus|Linnaeus, 1758|Genus          |Reviewed|valid||
974504|Lumbricus|Linnaeus, 1758|Genus          |Reviewed|valid||
974504|Lumbricus|Linnaeus, 1758|Genus          |Reviewed|valid||
974504|Lumbricus|Linnaeus, 1758|Genus          |Reviewed|valid||
974504|Lumbricus|Linnaeus, 1758|Genus          |Reviewed|valid||
974504|Lumbricus|Linnaeus, 1758|Genus          |Reviewed|valid||
974504|Lumbricus|Linnaeus, 1758|Genus          |Reviewed|valid||
974504|Lumbricus|Linnaeus, 1758|Genus          |Reviewed|valid||
974504|Lumbricus|Linnaeus, 1758|Genus          |Reviewed|valid||
974504|Lumbricus|Linnaeus, 1758|Genus          |Reviewed|valid||
847731|Lycosidae|Sundevall, 1833|Family         |Reviewed|valid||
584983|Apodemus|Kaup, 1829|Genus          |Reviewed|valid||
584983|Apodemus|Kaup, 1829|Genus          |Reviewed|valid||
584983|Apodemus|Kaup, 1829|Genus          |Reviewed|valid||
1189744|Passerellidae||Family         |Reviewed|valid||
179627|Passer|Brisson, 1760|Genus          |Reviewed|valid||
1007733|Passer|Valenciennes, 1846|Genus          |Reviewed|invalid|172745|Scophthalmus
179627|Passer|Brisson, 1760|Genus          |Reviewed|valid||
1007733|Passer|Valenciennes, 1846|Genus          |Reviewed|invalid|172745|Scophthalmus
553446|Passeridae|Rafinesque, 1815|Family         |Reviewed|valid||
173864|Sceloporus|Wiegmann, 1828|Genus          |Reviewed|valid||
173648|Plethodon|Tschudi, 1838|Genus          |Reviewed|valid||
173631|Plethodontidae|Gray, 1850|Family         |Reviewed|valid||
173631|Plethodontidae|Gray, 1850|Family         |Reviewed|valid||
173631|Plethodontidae|Gray, 1850|Family         |Reviewed|valid||
173631|Plethodontidae|Gray, 1850|Family         |Reviewed|valid||
1094912|Isthmura|Dubois and Raffaelli, 2012|Genus          |Reviewed|valid||
173631|Plethodontidae|Gray, 1850|Family         |Reviewed|valid||
173631|Plethodontidae|Gray, 1850|Family         |Reviewed|valid||
173679|Pseudotriton|Tschudi, 1838|Genus          |Reviewed|valid||
173679|Pseudotriton|Tschudi, 1838|Genus          |Reviewed|valid||
173631|Plethodontidae|Gray, 1850|Family         |Reviewed|valid||
208428|Chiropterotriton|Taylor, 1944|Genus          |Reviewed|valid||
165876|Poeciliidae|Garman, 1895|Family         |Reviewed|valid||
165876|Poeciliidae|Garman, 1895|Family         |Reviewed|valid||
77572|Stenotrema|Rafinesque, 1819|Genus          |Reviewed|valid||
173434|Rana|Linnaeus, 1758|Genus          |Reviewed|valid||
173434|Rana|Linnaeus, 1758|Genus          |Reviewed|valid||
173434|Rana|Linnaeus, 1758|Genus          |Reviewed|valid||
173434|Rana|Linnaeus, 1758|Genus          |Reviewed|valid||
773285|Lithobates|Fitzinger, 1843|Genus          |Reviewed|valid||
773285|Lithobates|Fitzinger, 1843|Genus          |Reviewed|valid||
173434|Rana|Linnaeus, 1758|Genus          |Reviewed|valid||
773285|Lithobates|Fitzinger, 1843|Genus          |Reviewed|valid||
173434|Rana|Linnaeus, 1758|Genus          |Reviewed|valid||
173434|Rana|Linnaeus, 1758|Genus          |Reviewed|valid||
773285|Lithobates|Fitzinger, 1843|Genus          |Reviewed|valid||
173434|Rana|Linnaeus, 1758|Genus          |Reviewed|valid||
173434|Rana|Linnaeus, 1758|Genus          |Reviewed|valid||
773285|Lithobates|Fitzinger, 1843|Genus          |Reviewed|valid||
173614|Notophthalmus|Rafinesque, 1820|Genus          |Reviewed|valid||
173619|Taricha|Gray, 1850|Genus          |Reviewed|valid||
173619|Taricha|Gray, 1850|Genus          |Reviewed|valid||
180188|Tamias|Illiger, 1811|Genus          |Reviewed|valid||
179928|Sorex|Linnaeus, 1758|Genus          |Reviewed|valid||
179751|Turdidae||Family         |Reviewed|valid||
173423|Anura||Order          |Reviewed|valid||
173423|Anura||Order          |Reviewed|valid||
173423|Anura||Order          |Reviewed|valid||
173423|Anura||Order          |Reviewed|valid||
173423|Anura||Order          |Reviewed|valid||
173423|Anura||Order          |Reviewed|valid||
173423|Anura||Order          |Reviewed|valid||
173423|Anura||Order          |Reviewed|valid||
173423|Anura||Order          |Reviewed|valid||
173423|Anura||Order          |Reviewed|valid||
173423|Anura||Order          |Reviewed|valid||
173423|Anura||Order          |Reviewed|valid||
173423|Anura||Order          |Reviewed|valid||
173423|Anura||Order          |Reviewed|valid||
173423|Anura||Order          |Reviewed|valid||
173423|Anura||Order          |Reviewed|valid||
173423|Anura||Order          |Reviewed|valid||
173423|Anura||Order          |Reviewed|valid||
173423|Anura||Order          |Reviewed|valid||
173423|Anura||Order          |Reviewed|valid||
173423|Anura||Order          |Reviewed|valid||
173423|Anura||Order          |Reviewed|valid||
173423|Anura||Order          |Reviewed|valid||
173423|Anura||Order          |Reviewed|valid||
568835|Arhynchobdellida|Blanchard, 1894|Suborder       |Reviewed|valid||
568835|Arhynchobdellida|Blanchard, 1894|Suborder       |Reviewed|valid||
568835|Arhynchobdellida|Blanchard, 1894|Suborder       |Reviewed|valid||
568835|Arhynchobdellida|Blanchard, 1894|Suborder       |Reviewed|valid||
568835|Arhynchobdellida|Blanchard, 1894|Suborder       |Reviewed|valid||
568835|Arhynchobdellida|Blanchard, 1894|Suborder       |Reviewed|valid||
568835|Arhynchobdellida|Blanchard, 1894|Suborder       |Reviewed|valid||
568835|Arhynchobdellida|Blanchard, 1894|Suborder       |Reviewed|valid||
568835|Arhynchobdellida|Blanchard, 1894|Suborder       |Reviewed|valid||
568835|Arhynchobdellida|Blanchard, 1894|Suborder       |Reviewed|valid||
568835|Arhynchobdellida|Blanchard, 1894|Suborder       |Reviewed|valid||
568835|Arhynchobdellida|Blanchard, 1894|Suborder       |Reviewed|valid||
109216|Coleoptera|Linnaeus, 1758|Order          |Reviewed|valid||
95599|Decapoda|Latreille, 1802|Order          |Reviewed|valid||
95599|Decapoda|Latreille, 1802|Order          |Reviewed|valid||
95599|Decapoda|Latreille, 1802|Order          |Reviewed|valid||
95599|Decapoda|Latreille, 1802|Order          |Reviewed|valid||
95599|Decapoda|Latreille, 1802|Order          |Reviewed|valid||
117232|Lepidoptera||Order          |Reviewed|valid||
117232|Lepidoptera||Order          |Reviewed|valid||
998439|Opisthopora||Order          |Reviewed|valid||
998439|Opisthopora||Order          |Reviewed|valid||
998439|Opisthopora||Order          |Reviewed|valid||
998439|Opisthopora||Order          |Reviewed|valid||
998439|Opisthopora||Order          |Reviewed|valid||
998439|Opisthopora||Order          |Reviewed|valid||
998439|Opisthopora||Order          |Reviewed|valid||
998439|Opisthopora||Order          |Reviewed|valid||
998439|Opisthopora||Order          |Reviewed|valid||
998439|Opisthopora||Order          |Reviewed|valid||
998439|Opisthopora||Order          |Reviewed|valid||
998439|Opisthopora||Order          |Reviewed|valid||
998439|Opisthopora||Order          |Reviewed|valid||
998439|Opisthopora||Order          |Reviewed|valid||
998439|Opisthopora||Order          |Reviewed|valid||
998439|Opisthopora||Order          |Reviewed|valid||
998439|Opisthopora||Order          |Reviewed|valid||
998439|Opisthopora||Order          |Reviewed|valid||
998439|Opisthopora||Order          |Reviewed|valid||
998439|Opisthopora||Order          |Reviewed|valid||
998439|Opisthopora||Order          |Reviewed|valid||
998439|Opisthopora||Order          |Reviewed|valid||
998439|Opisthopora||Order          |Reviewed|valid||
998439|Opisthopora||Order          |Reviewed|valid||
998439|Opisthopora||Order          |Reviewed|valid||
998439|Opisthopora||Order          |Reviewed|valid||
998439|Opisthopora||Order          |Reviewed|valid||
998439|Opisthopora||Order          |Reviewed|valid||
998439|Opisthopora||Order          |Reviewed|valid||
998439|Opisthopora||Order          |Reviewed|valid||
102160|Orthoptera||Order          |Reviewed|valid||
178265|Passeriformes||Order          |Reviewed|valid||
178265|Passeriformes||Order          |Reviewed|valid||
178265|Passeriformes||Order          |Reviewed|valid||
180130|Rodentia|Bowdich, 1821|Order          |Reviewed|valid||
180130|Rodentia|Bowdich, 1821|Order          |Reviewed|valid||
180130|Rodentia|Bowdich, 1821|Order          |Reviewed|valid||
180130|Rodentia|Bowdich, 1821|Order          |Reviewed|valid||
180130|Rodentia|Bowdich, 1821|Order          |Reviewed|valid||
180130|Rodentia|Bowdich, 1821|Order          |Reviewed|valid||
180130|Rodentia|Bowdich, 1821|Order          |Reviewed|valid||
173861|Squamata|Oppel, 1811|Order          |Reviewed|valid||
173861|Squamata|Oppel, 1811|Order          |Reviewed|valid||
173861|Squamata|Oppel, 1811|Order          |Reviewed|valid||
173861|Squamata|Oppel, 1811|Order          |Reviewed|valid||
173861|Squamata|Oppel, 1811|Order          |Reviewed|valid||
173861|Squamata|Oppel, 1811|Order          |Reviewed|valid||
173861|Squamata|Oppel, 1811|Order          |Reviewed|valid||
173861|Squamata|Oppel, 1811|Order          |Reviewed|valid||
173861|Squamata|Oppel, 1811|Order          |Reviewed|valid||
668181|Urodela||Order          |Reviewed|invalid|173584|Caudata
161061|Actinopterygii||Superclass     |Reviewed|valid||
161061|Actinopterygii||Superclass     |Reviewed|valid||
161061|Actinopterygii||Superclass     |Reviewed|valid||
161061|Actinopterygii||Superclass     |Reviewed|valid||
161061|Actinopterygii||Superclass     |Reviewed|valid||
161061|Actinopterygii||Superclass     |Reviewed|valid||
161061|Actinopterygii||Superclass     |Reviewed|valid||
161061|Actinopterygii||Superclass     |Reviewed|valid||
161061|Actinopterygii||Superclass     |Reviewed|valid||
161061|Actinopterygii||Superclass     |Reviewed|valid||
161061|Actinopterygii||Superclass     |Reviewed|valid||
161061|Actinopterygii||Superclass     |Reviewed|valid||
161061|Actinopterygii||Superclass     |Reviewed|valid||
161061|Actinopterygii||Superclass     |Reviewed|valid||
161061|Actinopterygii||Superclass     |Reviewed|valid||
173420|Amphibia||Class          |Reviewed|valid||
82708|Arachnida||Class          |Reviewed|invalid|1117840|Arachnida
1117840|Arachnida||Subclass       |Reviewed|valid||
568832|Clitellata||Class          |Reviewed|valid||
914165|Clitellata||Subphylum      |Reviewed|invalid|568832|Clitellata
154409|Diplopoda||Class          |Reviewed|valid||
69459|Gastropoda|Cuvier, 1797|Class          |Reviewed|valid||
69459|Gastropoda|Cuvier, 1797|Class          |Reviewed|valid||
69459|Gastropoda|Cuvier, 1797|Class          |Reviewed|valid||
69459|Gastropoda|Cuvier, 1797|Class          |Reviewed|valid||
69459|Gastropoda|Cuvier, 1797|Class          |Reviewed|valid||
69459|Gastropoda|Cuvier, 1797|Class          |Reviewed|valid||
69459|Gastropoda|Cuvier, 1797|Class          |Reviewed|valid||
69459|Gastropoda|Cuvier, 1797|Class          |Reviewed|valid||
69459|Gastropoda|Cuvier, 1797|Class          |Reviewed|valid||
69459|Gastropoda|Cuvier, 1797|Class          |Reviewed|valid||
69459|Gastropoda|Cuvier, 1797|Class          |Reviewed|valid||
69459|Gastropoda|Cuvier, 1797|Class          |Reviewed|valid||
69459|Gastropoda|Cuvier, 1797|Class          |Reviewed|valid||


