Prey Highest,Prey Higher,Prey Phylum,Prey Class,Prey Order,Prey Family,Prey Genus,Prey Species,Prey Species Current,Prey Species ID #,Prey Count,Snake Species,Snake Subspecies,FullSpName,Snake Species ID #,Snake Age Class,Snake SVL(mm),Snake Sex,Location,Latitude,Longitude,Citation,Full Citation,Reference DOI
Amphibian,Frog Adult,Chordata,Amphibia,Anura,Ranidae,Rana,Rana catesbeiana,Lithobates catesbeianus,ITIS:775084,4,Thamnophis sirtalis, pareitalis,Thamnophis sirtalis pareitalis,ITIS:209099,,,,"UK Natural History Reservation, Douglas County, KS",,,Fitch 1982,"Fitch, H.S. 1982. Resources of a snake community in prairie–woodland habitat of northeastern Kansas. In Herpetological communities: a Symposium of the Society for the Study of Amphibians and Reptiles and the Herpetologists’ League. Edited by N.J. Scott, Jr. U.S. Fish and Wildlife Service. pp. 83–97.",
Mammal,Vole,Chordata,Mammalia,Rodentia,Cricetidae,Microtus,Microtus ochrogaster,Microtus ochrogaster,ITIS:180312,2,Thamnophis sirtalis, pareitalis,Thamnophis sirtalis pareitalis,ITIS:209099,,,,"UK Natural History Reservation, Douglas County, KS",,,Fitch 1982,"Fitch, H.S. 1982. Resources of a snake community in prairie–woodland habitat of northeastern Kansas. In Herpetological communities: a Symposium of the Society for the Study of Amphibians and Reptiles and the Herpetologists’ League. Edited by N.J. Scott, Jr. U.S. Fish and Wildlife Service. pp. 83–97.",
Mammal,Mouse,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus leucopus,Peromyscus leucopus,ITIS:180278,3,Thamnophis sirtalis, pareitalis,Thamnophis sirtalis pareitalis,ITIS:209099,,,,"UK Natural History Reservation, Douglas County, KS",,,Fitch 1982,"Fitch, H.S. 1982. Resources of a snake community in prairie–woodland habitat of northeastern Kansas. In Herpetological communities: a Symposium of the Society for the Study of Amphibians and Reptiles and the Herpetologists’ League. Edited by N.J. Scott, Jr. U.S. Fish and Wildlife Service. pp. 83–97.",
Amphibian,Frog Adult,Chordata,Amphibia,Anura,Hylidae,Pseudacris,Pseudacris triseriata,Pseudacris triseriata,ITIS:173525,1,Thamnophis sirtalis, pareitalis,Thamnophis sirtalis pareitalis,ITIS:209099,,,,"UK Natural History Reservation, Douglas County, KS",,,Fitch 1982,"Fitch, H.S. 1982. Resources of a snake community in prairie–woodland habitat of northeastern Kansas. In Herpetological communities: a Symposium of the Society for the Study of Amphibians and Reptiles and the Herpetologists’ League. Edited by N.J. Scott, Jr. U.S. Fish and Wildlife Service. pp. 83–97.",
Mammal,Mouse,Chordata,Mammalia,Rodentia,Cricetidae,Reithrodontomys,Reithrodontomys megalotis,Reithrodontomys megalotis,ITIS:180343,1,Thamnophis sirtalis, pareitalis,Thamnophis sirtalis pareitalis,ITIS:209099,,,,"UK Natural History Reservation, Douglas County, KS",,,Fitch 1982,"Fitch, H.S. 1982. Resources of a snake community in prairie–woodland habitat of northeastern Kansas. In Herpetological communities: a Symposium of the Society for the Study of Amphibians and Reptiles and the Herpetologists’ League. Edited by N.J. Scott, Jr. U.S. Fish and Wildlife Service. pp. 83–97.",
Invertebrate,Earthworm,Annelida,Clitellata,Opisthopora,Lumbricidae,Lumbricus,,,ITIS:974504,8,Thamnophis sirtalis, pareitalis,Thamnophis sirtalis pareitalis,ITIS:209099,,,,"UK Natural History Reservation, Douglas County, KS",,,Fitch 1982,"Fitch, H.S. 1982. Resources of a snake community in prairie–woodland habitat of northeastern Kansas. In Herpetological communities: a Symposium of the Society for the Study of Amphibians and Reptiles and the Herpetologists’ League. Edited by N.J. Scott, Jr. U.S. Fish and Wildlife Service. pp. 83–97.",
Amphibian,Frog Tadpoles,Chordata,Amphibia,Anura,Bufonidae,Anaxyrus,Anaxyrus boreas,Anaxyrus boreas,ITIS:773513,9,Thamnophis sirtalis, fitchi,Thamnophis sirtalis fitchi,ITIS:209095,,,,"Eagle Lake, NV",40.3324,120.475,Kephart and Arnold 1982,"Kephart D.G. and Arnold S.J. 1982. Garter snake diets in a fluctuating environment: a seven-year study. Ecology, 63: 1232–1236.",https://doi.org/10.2307/1938848
Amphibian,Frog Tadpoles,Chordata,Amphibia,Anura,Bufonidae,Anaxyrus,Anaxyrus boreas,Anaxyrus boreas,ITIS:773513,30,Thamnophis sirtalis, fitchi,Thamnophis sirtalis fitchi,ITIS:209095,,,,"Eagle Lake, NV",40.3324,120.475,Kephart and Arnold 1982,"Kephart D.G. and Arnold S.J. 1982. Garter snake diets in a fluctuating environment: a seven-year study. Ecology, 63: 1232–1236.",https://doi.org/10.2307/1938848
Amphibian,Frog Tadpoles,Chordata,Amphibia,Anura,Bufonidae,Anaxyrus,Anaxyrus boreas,Anaxyrus boreas,ITIS:773513,60,Thamnophis sirtalis, fitchi,Thamnophis sirtalis fitchi,ITIS:209095,,,,"Eagle Lake, NV",40.3324,120.475,Kephart and Arnold 1982,"Kephart D.G. and Arnold S.J. 1982. Garter snake diets in a fluctuating environment: a seven-year study. Ecology, 63: 1232–1236.",https://doi.org/10.2307/1938848
Amphibian,Frog Tadpoles,Chordata,Amphibia,Anura,Bufonidae,Anaxyrus,Anaxyrus boreas,Anaxyrus boreas,ITIS:773513,99,Thamnophis sirtalis, fitchi,Thamnophis sirtalis fitchi,ITIS:209095,,,,"Eagle Lake, NV",40.3324,120.475,Kephart and Arnold 1982,"Kephart D.G. and Arnold S.J. 1982. Garter snake diets in a fluctuating environment: a seven-year study. Ecology, 63: 1232–1236.",https://doi.org/10.2307/1938848
Invertebrate,Leech,Annelida,Clitellata,Arhynchobdellida,Erpobdellidae,Erpobdella,Erpobdella punctata,Erpobdella punctata,ITIS:69445,4,Thamnophis sirtalis, fitchi,Thamnophis sirtalis fitchi,ITIS:209095,,,,"Eagle Lake, NV",40.3324,120.475,Kephart and Arnold 1982,"Kephart D.G. and Arnold S.J. 1982. Garter snake diets in a fluctuating environment: a seven-year study. Ecology, 63: 1232–1236.",https://doi.org/10.2307/1938848
Invertebrate,Leech,Annelida,Clitellata,Arhynchobdellida,Erpobdellidae,Erpobdella,Erpobdella punctata,Erpobdella punctata,ITIS:69445,5,Thamnophis sirtalis, fitchi,Thamnophis sirtalis fitchi,ITIS:209095,,,,"Eagle Lake, NV",40.3324,120.475,Kephart and Arnold 1982,"Kephart D.G. and Arnold S.J. 1982. Garter snake diets in a fluctuating environment: a seven-year study. Ecology, 63: 1232–1236.",https://doi.org/10.2307/1938848
Invertebrate,Leech,Annelida,Clitellata,Arhynchobdellida,Erpobdellidae,Erpobdella,Erpobdella punctata,Erpobdella punctata,ITIS:69445,9,Thamnophis sirtalis, fitchi,Thamnophis sirtalis fitchi,ITIS:209095,,,,"Eagle Lake, NV",40.3324,120.475,Kephart and Arnold 1982,"Kephart D.G. and Arnold S.J. 1982. Garter snake diets in a fluctuating environment: a seven-year study. Ecology, 63: 1232–1236.",https://doi.org/10.2307/1938848
Fish,Fish,Chordata,Actinopterygii,Cypriniformes,Leuciscidae,Rhinichthys,Rhinichthys osculus,Rhinichthys osculus,ITIS:163387,1,Thamnophis sirtalis, fitchi,Thamnophis sirtalis fitchi,ITIS:209095,,,,"Eagle Lake, NV",40.3324,120.475,Kephart and Arnold 1982,"Kephart D.G. and Arnold S.J. 1982. Garter snake diets in a fluctuating environment: a seven-year study. Ecology, 63: 1232–1236.",https://doi.org/10.2307/1938848
Fish,Fish,Chordata,Actinopterygii,Cypriniformes,Leuciscidae,Rhinichthys,Rhinichthys osculus,Rhinichthys osculus,ITIS:163387,2,Thamnophis sirtalis, fitchi,Thamnophis sirtalis fitchi,ITIS:209095,,,,"Eagle Lake, NV",40.3324,120.475,Kephart and Arnold 1982,"Kephart D.G. and Arnold S.J. 1982. Garter snake diets in a fluctuating environment: a seven-year study. Ecology, 63: 1232–1236.",https://doi.org/10.2307/1938848
Fish,Fish,Chordata,Actinopterygii,Cypriniformes,Leuciscidae,Rhinichthys,Rhinichthys osculus ,Rhinichthys osculus ,ITIS:163387,1,Thamnophis sirtalis, fitchi,Thamnophis sirtalis fitchi,ITIS:209095,,,,"Eagle Lake, NV",40.3324,120.475,Kephart and Arnold 1982,"Kephart D.G. and Arnold S.J. 1982. Garter snake diets in a fluctuating environment: a seven-year study. Ecology, 63: 1232–1236.",https://doi.org/10.2307/1938848
Amphibian,Frog Adult,Chordata,Amphibia,Anura,Bufonidae,Anaxyrus,Anaxyrus boreas,Anaxyrus boreas,ITIS:773513,45,Thamnophis sirtalis, pickeringii,Thamnophis sirtalis pickeringii,ITIS:209101,,,,"Spider Lake Provincial Park, Vancouver Island, Canada",,,Gregory and Nelson 1991,"Gregory P.T. and Nelson K.J. 1991. Predation on fish and intersite variation in the diet of common garter snakes, Thamnophis sirtalis, on Vancouver Island. Can. J. Zool. 69(4): 988–994.",https://doi.org/10.1139/z91-143
Amphibian,Frog Adult,Chordata,Amphibia,Anura,Hylidae,Hyla,Hyla regilla,Pseudacris regilla,ITIS:207313,45,Thamnophis sirtalis, pickeringii,Thamnophis sirtalis pickeringii,ITIS:209101,,,,"Spider Lake Provincial Park, Vancouver Island, Canada",,,Gregory and Nelson 1991,"Gregory P.T. and Nelson K.J. 1991. Predation on fish and intersite variation in the diet of common garter snakes, Thamnophis sirtalis, on Vancouver Island. Can. J. Zool. 69(4): 988–994.",https://doi.org/10.1139/z91-143
Amphibian,Frog Adult,Chordata,Amphibia,Anura,Ranidae,Rana,Rana aurora,Rana aurora,ITIS:173446,45,Thamnophis sirtalis, pickeringii,Thamnophis sirtalis pickeringii,ITIS:209101,,,,"Spider Lake Provincial Park, Vancouver Island, Canada",,,Gregory and Nelson 1991,"Gregory P.T. and Nelson K.J. 1991. Predation on fish and intersite variation in the diet of common garter snakes, Thamnophis sirtalis, on Vancouver Island. Can. J. Zool. 69(4): 988–994.",https://doi.org/10.1139/z91-143
Amphibian,Salamander Adult,Chordata,Amphibia,Urodela,Salamandridae,Taricha,Taricha granulosa,Taricha granulosa,ITIS:173620,15,Thamnophis sirtalis, pickeringii,Thamnophis sirtalis pickeringii,ITIS:209101,,,,"Spider Lake Provincial Park, Vancouver Island, Canada",,,Gregory and Nelson 1991,"Gregory P.T. and Nelson K.J. 1991. Predation on fish and intersite variation in the diet of common garter snakes, Thamnophis sirtalis, on Vancouver Island. Can. J. Zool. 69(4): 988–994.",https://doi.org/10.1139/z91-143
Fish,Fish,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Cottus,,,ITIS:167229,3,Thamnophis sirtalis, pickeringii,Thamnophis sirtalis pickeringii,ITIS:209101,,,,"Spider Lake Provincial Park, Vancouver Island, Canada",,,Gregory and Nelson 1991,"Gregory P.T. and Nelson K.J. 1991. Predation on fish and intersite variation in the diet of common garter snakes, Thamnophis sirtalis, on Vancouver Island. Can. J. Zool. 69(4): 988–994.",https://doi.org/10.1139/z91-143
Invertebrate,Earthworm,Annelida,Clitellata,Opisthopora,Lumbricidae,Lumbricus,,,ITIS:974504,2,Thamnophis sirtalis, pickeringii,Thamnophis sirtalis pickeringii,ITIS:209101,,,,"Spider Lake Provincial Park, Vancouver Island, Canada",,,Gregory and Nelson 1991,"Gregory P.T. and Nelson K.J. 1991. Predation on fish and intersite variation in the diet of common garter snakes, Thamnophis sirtalis, on Vancouver Island. Can. J. Zool. 69(4): 988–994.",https://doi.org/10.1139/z91-143
Invertebrate,Beetle,Arthropoda,Insecta,Coleoptera,Carabidae,,,,ITIS:109234,2,Thamnophis sirtalis, parietalis,Thamnophis sirtalis parietalis,ITIS:209099,,,Male,United States,38.48437,-98.38085,Cavitt 2000,"Cavitt, J. (2000). TALLGRASS PRAIRIE SNAKE ASSEMBLAGE. FOOD HABITS. Herpetological Review 31(1): 47-48",
Mammal,Mouse,Chordata,Mammalia,Rodentia,Cricetidae,Microtus,,,ITIS:180296,1,Thamnophis sirtalis, parietalis,Thamnophis sirtalis parietalis,ITIS:209099,,,Female,United States,38.48437,-98.38085,Cavitt 2000,"Cavitt, J. (2000). TALLGRASS PRAIRIE SNAKE ASSEMBLAGE. FOOD HABITS. Herpetological Review 31(1): 47-48",
Mammal,Mouse,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,,,ITIS:180275,1,Thamnophis sirtalis, parietalis,Thamnophis sirtalis parietalis,ITIS:209099,,510,,United States,38.48437,-98.38085,Cavitt 2000,"Cavitt, J. (2000). TALLGRASS PRAIRIE SNAKE ASSEMBLAGE. FOOD HABITS. Herpetological Review 31(1): 47-48",
Invertebrate,Earthworm,Annelida,Clitellata,Opisthopora,Lumbricidae,Lumbricus,,,ITIS:974504,1,Thamnophis sirtalis, parietalis,Thamnophis sirtalis parietalis,ITIS:209099,,485,,United States,38.48437,-98.38085,Cavitt 2000,"Cavitt, J. (2000). TALLGRASS PRAIRIE SNAKE ASSEMBLAGE. FOOD HABITS. Herpetological Review 31(1): 47-48",
Amphibian ,Frog Adult,Chordata,Amphibia,Anura,Ranidae,Lithobates,,,ITIS:773285,1,Thamnophis sirtalis, parietalis,Thamnophis sirtalis parietalis,ITIS:209099,,250,,United States,38.48437,-98.38085,Cavitt 2000,"Cavitt, J. (2000). TALLGRASS PRAIRIE SNAKE ASSEMBLAGE. FOOD HABITS. Herpetological Review 31(1): 47-48",
Amphibian,Salamander Adult,Chordata,Amphibia,Urodela,Ambystomatidae,Ambystoma,Ambystoma maculatum,Ambystoma maculatum,ITIS:173590,1,Thamnophis sirtalis, sirtalis,Thamnophis sirtalis sirtalis,ITIS:174137,Adult ,,Female,"Beaver Island, Lake Michigan, Charlevoix County, MI",,,Krause et al 2003,"Krause, M. A., Burghardt, G. M., & Gillingham, J. C. 2003. Body size plasticity and local variation of relative head and body size sexual dimorphism in garter snakes ( Thamnophis sirtalis ). Journal of Zoology, 261(4), 399–407. https://doi.org/10.1017/S0952836903004321",https://doi.org/10.1017/S0952836903004321
Amphibian,Salamander Adult,Chordata,Amphibia,Urodela,Ambystomatidae,Ambystoma,Ambystoma maculatum,Ambystoma maculatum,ITIS:173590,1,Thamnophis sirtalis, sirtalis,Thamnophis sirtalis sirtalis,ITIS:174137,Adult ,,Male,"Beaver Island, Lake Michigan, Charlevoix County, MI",,,Krause et al 2003,"Krause, M. A., Burghardt, G. M., & Gillingham, J. C. 2003. Body size plasticity and local variation of relative head and body size sexual dimorphism in garter snakes ( Thamnophis sirtalis ). Journal of Zoology, 261(4), 399–407. https://doi.org/10.1017/S0952836903004321",https://doi.org/10.1017/S0952836903004321
Amphibian,Frog Adult,Chordata,Amphibia,Anura,Bufonidae,Anaxyrus,Anaxyrus americanus,Anaxyrus americanus,ITIS:773511,1,Thamnophis sirtalis, sirtalis,Thamnophis sirtalis sirtalis,ITIS:174137,Adult ,,Female,"Beaver Island, Lake Michigan, Charlevoix County, MI",,,Krause et al 2003,"Krause, M. A., Burghardt, G. M., & Gillingham, J. C. 2003. Body size plasticity and local variation of relative head and body size sexual dimorphism in garter snakes ( Thamnophis sirtalis ). Journal of Zoology, 261(4), 399–407. https://doi.org/10.1017/S0952836903004321",https://doi.org/10.1017/S0952836903004321
Mammal,Shrew,Chordata,Mammalia,Eulipotyphia,Soricidae,Blarina,Blarina brevicauda,Blarina brevicauda,ITIS:179967,1,Thamnophis sirtalis, sirtalis,Thamnophis sirtalis sirtalis,ITIS:174137,Adult ,,Male,"Beaver Island, Lake Michigan, Charlevoix County, MI",,,Krause et al 2003,"Krause, M. A., Burghardt, G. M., & Gillingham, J. C. 2003. Body size plasticity and local variation of relative head and body size sexual dimorphism in garter snakes ( Thamnophis sirtalis ). Journal of Zoology, 261(4), 399–407. https://doi.org/10.1017/S0952836903004321",https://doi.org/10.1017/S0952836903004321
Amphibian,Frog Adult,Chordata,Amphibia,Anura,Hylidae,Hyla,Hyla versicolor,Dryophytes versicolor,ITIS:1095495,1,Thamnophis sirtalis, sirtalis,Thamnophis sirtalis sirtalis,ITIS:174137,Adult ,,Male,"Beaver Island, Lake Michigan, Charlevoix County, MI",,,Krause et al 2003,"Krause, M. A., Burghardt, G. M., & Gillingham, J. C. 2003. Body size plasticity and local variation of relative head and body size sexual dimorphism in garter snakes ( Thamnophis sirtalis ). Journal of Zoology, 261(4), 399–407. https://doi.org/10.1017/S0952836903004321",https://doi.org/10.1017/S0952836903004321
Amphibian,Frog Adult,Chordata,Amphibia,Anura,Hylidae,Hyla,Hyla versicolor,Dryophytes versicolor,ITIS:1095495,5,Thamnophis sirtalis, sirtalis,Thamnophis sirtalis sirtalis,ITIS:174137,Adult ,,Female,"Beaver Island, Lake Michigan, Charlevoix County, MI",,,Krause et al 2003,"Krause, M. A., Burghardt, G. M., & Gillingham, J. C. 2003. Body size plasticity and local variation of relative head and body size sexual dimorphism in garter snakes ( Thamnophis sirtalis ). Journal of Zoology, 261(4), 399–407. https://doi.org/10.1017/S0952836903004321",https://doi.org/10.1017/S0952836903004321
Amphibian,Frog Adult,Chordata,Amphibia,Anura,Ranidae,Rana,Rana clamitans,Lithobates clamitans,ITIS:775087,1,Thamnophis sirtalis, sirtalis,Thamnophis sirtalis sirtalis,ITIS:174137,Adult ,,Female,"Beaver Island, Lake Michigan, Charlevoix County, MI",,,Krause et al 2003,"Krause, M. A., Burghardt, G. M., & Gillingham, J. C. 2003. Body size plasticity and local variation of relative head and body size sexual dimorphism in garter snakes ( Thamnophis sirtalis ). Journal of Zoology, 261(4), 399–407. https://doi.org/10.1017/S0952836903004321",https://doi.org/10.1017/S0952836903004321
Amphibian,Salamander Adult,Chordata,Amphibia,Urodela,Plethodontidae,Plethodon,Plethodon cinereus ,Plethodon cinereus ,ITIS:173649,1,Thamnophis sirtalis, sirtalis,Thamnophis sirtalis sirtalis,ITIS:174137,Adult ,,Female,"Beaver Island, Lake Michigan, Charlevoix County, MI",,,Krause et al 2003,"Krause, M. A., Burghardt, G. M., & Gillingham, J. C. 2003. Body size plasticity and local variation of relative head and body size sexual dimorphism in garter snakes ( Thamnophis sirtalis ). Journal of Zoology, 261(4), 399–407. https://doi.org/10.1017/S0952836903004321",https://doi.org/10.1017/S0952836903004321
Amphibian,Frog Adult,Chordata,Amphibia,Anura,Hylidae,Hyla,Hyla crucifer,Pseudacris crucifer,ITIS:207303,1,Thamnophis sirtalis, sirtalis,Thamnophis sirtalis sirtalis,ITIS:174137,Adult ,,Female,"Beaver Island, Lake Michigan, Charlevoix County, MI",,,Krause et al 2003,"Krause, M. A., Burghardt, G. M., & Gillingham, J. C. 2003. Body size plasticity and local variation of relative head and body size sexual dimorphism in garter snakes ( Thamnophis sirtalis ). Journal of Zoology, 261(4), 399–407. https://doi.org/10.1017/S0952836903004321",https://doi.org/10.1017/S0952836903004321
Invertebrate,Earthworm,Annelida,Clitellata,Opisthopora,Lumbricidae,Lumbricus,,,ITIS:974504,1,Thamnophis sirtalis, sirtalis,Thamnophis sirtalis sirtalis,ITIS:174137,Adult ,,Male,"Beaver Island, Lake Michigan, Charlevoix County, MI",,,Krause et al 2003,"Krause, M. A., Burghardt, G. M., & Gillingham, J. C. 2003. Body size plasticity and local variation of relative head and body size sexual dimorphism in garter snakes ( Thamnophis sirtalis ). Journal of Zoology, 261(4), 399–407. https://doi.org/10.1017/S0952836903004321",https://doi.org/10.1017/S0952836903004321
Invertebrate,Earthworm,Annelida,Clitellata,Opisthopora,Lumbricidae,Lumbricus,,,ITIS:974504,3,Thamnophis sirtalis, sirtalis,Thamnophis sirtalis sirtalis,ITIS:174137,Adult ,,Female,"Beaver Island, Lake Michigan, Charlevoix County, MI",,,Krause et al 2003,"Krause, M. A., Burghardt, G. M., & Gillingham, J. C. 2003. Body size plasticity and local variation of relative head and body size sexual dimorphism in garter snakes ( Thamnophis sirtalis ). Journal of Zoology, 261(4), 399–407. https://doi.org/10.1017/S0952836903004321",https://doi.org/10.1017/S0952836903004321
Bird,Bird Juvenile,Chordata,Aves,Passeriformes,,,,,ITIS:178265,1,Thamnophis sirtalis, sirtalis,Thamnophis sirtalis sirtalis,ITIS:174137,Adult ,,Female,"Beaver Island, Lake Michigan, Charlevoix County, MI",,,Krause et al 2003,"Krause, M. A., Burghardt, G. M., & Gillingham, J. C. 2003. Body size plasticity and local variation of relative head and body size sexual dimorphism in garter snakes ( Thamnophis sirtalis ). Journal of Zoology, 261(4), 399–407. https://doi.org/10.1017/S0952836903004321",https://doi.org/10.1017/S0952836903004321
Amphibian,Salamander Adult,Chordata,Amphibia,Urodela,Ambystomatidae,Ambystoma,Ambystoma macrodactylum,Ambystoma macrodactylum,ITIS:173601,5,Thamnophis sirtalis,,Thamnophis sirtalis,ITIS:174136,,,,California ,,,Pope et al 2008,"Pope, K. L., Garwood, J. M., Welsh, H. H., & Lawler, S. P. (2008). Evidence of indirect impacts of introduced trout on native amphibians via facilitation of a shared predator. Biological Conservation, 141(5), 1321–1331. https://doi.org/10.1016/j.biocon.2008.03.008",https://doi.org/10.1016/j.biocon.2008.03.008
Amphibian,Frog Tadpole,Chordata,Amphibia,Anura,Hylidae,Hyla,Hyla regilla,Pseudacris regilla,ITIS:207313,13,Thamnophis sirtalis,,Thamnophis sirtalis,ITIS:174136,,,,California ,,,Pope et al 2008,"Pope, K. L., Garwood, J. M., Welsh, H. H., & Lawler, S. P. (2008). Evidence of indirect impacts of introduced trout on native amphibians via facilitation of a shared predator. Biological Conservation, 141(5), 1321–1331. https://doi.org/10.1016/j.biocon.2008.03.008",https://doi.org/10.1016/j.biocon.2008.03.008
